idEnvio,iataOrigen,iataDestino,tipoPaquete,cantidadMaletas,horaDisponibilidadUtc
OSDI-000000003,OSDI,LATI,URGENTE,282,2026-01-02T00:01:00.000Z
LKPR-000000002,LKPR,SPIM,URGENTE,102,2026-01-02T00:02:00.000Z
EKCH-000000002,EKCH,SCEL,URGENTE,187,2026-01-02T00:05:00.000Z
OYSN-000000003,OYSN,OPKC,URGENTE,278,2026-01-02T00:09:00.000Z
LATI-000000003,LATI,OOMS,NORMAL,162,2026-01-02T00:19:00.000Z
EDDI-000000003,EDDI,OYSN,NORMAL,311,2026-01-02T00:20:00.000Z
EBCI-000000003,EBCI,LOWW,NORMAL,108,2026-01-02T00:20:00.000Z
LBSF-000000004,LBSF,SLLP,URGENTE,117,2026-01-02T00:20:00.000Z
UBBB-000000002,UBBB,OSDI,URGENTE,165,2026-01-02T00:22:00.000Z
LOWW-000000002,LOWW,EDDI,URGENTE,281,2026-01-02T00:26:00.000Z
LDZA-000000003,LDZA,SPIM,URGENTE,203,2026-01-02T00:26:00.000Z
OPKC-000000007,OPKC,LATI,NORMAL,308,2026-01-02T00:26:00.000Z
EHAM-000000002,EHAM,OSDI,URGENTE,32,2026-01-02T00:27:00.000Z
UMMS-000000004,UMMS,LBSF,URGENTE,190,2026-01-02T00:32:00.000Z
OAKB-000000006,OAKB,LATI,NORMAL,168,2026-01-02T00:39:00.000Z
OOMS-000000006,OOMS,SGAS,NORMAL,143,2026-01-02T00:45:00.000Z
OSDI-000000004,OSDI,OYSN,URGENTE,115,2026-01-02T01:02:00.000Z
LATI-000000004,LATI,SVMI,NORMAL,27,2026-01-02T01:04:00.000Z
LKPR-000000003,LKPR,SBBR,URGENTE,153,2026-01-02T01:07:00.000Z
EBCI-000000004,EBCI,EKCH,NORMAL,5,2026-01-02T01:08:00.000Z
LBSF-000000005,LBSF,UBBB,NORMAL,45,2026-01-02T01:09:00.000Z
EDDI-000000004,EDDI,LBSF,NORMAL,117,2026-01-02T01:10:00.000Z
OPKC-000000008,OPKC,LKPR,NORMAL,319,2026-01-02T01:10:00.000Z
LDZA-000000004,LDZA,UBBB,NORMAL,98,2026-01-02T01:13:00.000Z
EKCH-000000003,EKCH,SABE,URGENTE,304,2026-01-02T01:15:00.000Z
VIDP-000000007,VIDP,EKCH,NORMAL,45,2026-01-02T01:18:00.000Z
OOMS-000000007,OOMS,SLLP,NORMAL,29,2026-01-02T01:22:00.000Z
UMMS-000000005,UMMS,OJAI,URGENTE,88,2026-01-02T01:25:00.000Z
OAKB-000000007,OAKB,UMMS,NORMAL,221,2026-01-02T01:29:00.000Z
UBBB-000000003,UBBB,SKBO,URGENTE,61,2026-01-02T01:29:00.000Z
